ACCOUNT_ID,AMOUNT_nunique_type_1,AMOUNT_nunique_type_2,AMOUNT_nunique_type_3,AMOUNT_nunique_type_4,AMOUNT_nunique_type_5,AMOUNT_sum_type_1,AMOUNT_sum_type_2,AMOUNT_sum_type_3,AMOUNT_sum_type_4,AMOUNT_sum_type_5,CURRENCY_nunique_type_1,CURRENCY_nunique_type_2,CURRENCY_nunique_type_3,CURRENCY_nunique_type_4,CURRENCY_nunique_type_5,CURRENCY_sum_type_1,CURRENCY_sum_type_2,CURRENCY_sum_type_3,CURRENCY_sum_type_4,CURRENCY_sum_type_5
18717,1.0,,1.0,,,0.3,,0.3,,,1.0,,1.0,,,currency_2,,currency_2,,
18723,,2.0,4.0,,,,2.833665,48000.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1currency_1currency_1currency_1,,
18727,,,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,
18737,,1.0,1.0,,,,9.5,139000.0,,,,1.0,1.0,,,,currency_2,currency_1,,
18739,,2.0,1.0,,,,26.642303000000002,8618.73,,,,2.0,1.0,,,,currency_2currency_3,currency_1,,
18745,1.0,1.0,,,,0.44790699999999994,4450.93,,,,1.0,1.0,,,,currency_2,currency_1,,,
18757,,,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,
18759,,,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1currency_1,,
18765,,,1.0,,,,,200000.0,,,,,1.0,,,,,currency_1,,
18767,3.0,,3.0,,,3498.4,,2498.44,,,1.0,,1.0,,,currency_1currency_1currency_1currency_1currency_1currency_1currency_1,,currency_1currency_1currency_1currency_1currency_1,,
18771,,2.0,1.0,,,,16.013208,10000.0,,,,1.0,1.0,,,,currency_3currency_3,currency_1currency_1,,
18775,1.0,1.0,1.0,,,2500.0,0.12431600000000001,3000.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1currency_1,currency_2,currency_1currency_1currency_1currency_1currency_1currency_1,,
18777,,,1.0,,,,,24800.0,,,,,1.0,,,,,currency_1,,
18785,1.0,1.0,,,,1500.0,0.14,,,,1.0,1.0,,,,currency_1currency_1currency_1,currency_2,,,
18787,,,2.0,,,,,13500.0,,,,,1.0,,,,,currency_1currency_1,,
18789,10.0,1.0,10.0,,,502.619462,5000.0,2.7119260000000005,,,2.0,1.0,1.0,,,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_1currency_2currency_2,currency_1,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,,
18793,1.0,3.0,2.0,,,3000.0,25.65,42500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1currency_1currency_1,currency_3currency_3currency_3currency_3,currency_1currency_1currency_1currency_1currency_1currency_1,,
18795,,,5.0,,,,,34.015,,,,,1.0,,,,,currency_3currency_3currency_3currency_3currency_3currency_3currency_3,,
18799,1.0,,1.0,,,2000.0,,1500.0,,,1.0,,1.0,,,currency_1currency_1currency_1currency_1,,currency_1currency_1currency_1,,
18809,,,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1,,
18813,,,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,
18815,1.0,8.0,1.0,,,500.0,0.23050899999999996,1000.0,,,1.0,1.0,1.0,,,currency_1,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_1currency_1,,
18819,,1.0,,,,,11609.13,,,,,1.0,,,,,currency_1,,,
18825,,1.0,2.0,,,,1.50537,24.298298,,,,1.0,1.0,,,,currency_2,currency_3currency_3,,
18829,3.0,,1.0,,,1450.0,,1000.0,,,1.0,,1.0,,,currency_1currency_1currency_1currency_1,,currency_1currency_1,,
18833,1.0,3.0,3.0,,,2000.0,2.30378,13002.99,,,1.0,1.0,2.0,,,currency_1currency_1currency_1currency_1,currency_2currency_2currency_2,currency_1currency_1currency_1currency_1currency_3currency_1,,
18839,,1.0,2.0,,,,500.0,24.0,,,,1.0,2.0,,,,currency_1,currency_2currency_1,,
18855,2.0,10.0,14.0,,,1000.034498,9.195517,39000.456083000005,,,2.0,1.0,2.0,,,currency_2currency_1currency_1,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_2currency_2currency_2currency_1currency_2currency_2currency_2currency_2currency_2currency_1currency_2currency_2currency_2currency_2currency_1,,
18861,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1currency_1,,,,
18863,,1.0,,,,,1.9,,,,,1.0,,,,,currency_2,,,
18867,1.0,1.0,3.0,,,500.0,500.0,37.320239,,,1.0,1.0,2.0,,,currency_1,currency_1,currency_2currency_3currency_3,,
18875,,,1.0,,,,,4.556451,,,,,1.0,,,,,currency_3,,
18883,2.0,1.0,1.0,,,1500.716575,1500.0,0.716575,,,2.0,1.0,1.0,,,currency_1currency_2currency_1currency_1,currency_1,currency_2,,
18899,,3.0,,,,,5.0,,,,,1.0,,,,,currency_2currency_2currency_2,,,
18925,1.0,1.0,2.0,,,1000.0,0.15,1800.0,,,1.0,1.0,1.0,,,currency_1currency_1,currency_2,currency_1currency_1currency_1currency_1,,
18927,,,1.0,,,,,370.0,,,,,1.0,,,,,currency_1,,
18939,1.0,1.0,1.0,,,500.0,0.11199999999999999,100.0,,,1.0,1.0,1.0,,,currency_1,currency_2,currency_3,,
18963,1.0,1.0,1.0,,,500.0,465.8,500.0,,,1.0,1.0,1.0,,,currency_1,currency_1,currency_1,,
18973,1.0,1.0,1.0,,,500.0,35510.04,500.0,,,1.0,1.0,1.0,,,currency_1,currency_1,currency_1,,
18975,2.0,,3.0,,,950.0,,1450.0,,,1.0,,1.0,,,currency_1currency_1,,currency_1currency_1currency_1currency_1,,
18979,,,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,
18989,1.0,3.0,1.0,,,3.7492,7.3719920000000005,3.7492,,,1.0,2.0,1.0,,,currency_2,currency_2currency_3currency_2,currency_2,,
18997,1.0,,2.0,,,500.0,,501.0,,,1.0,,2.0,,,currency_1,,currency_1currency_3,,
19001,1.0,2.0,1.0,,,0.775238,648.70382,0.775238,,,1.0,2.0,1.0,,,currency_2,currency_1currency_2,currency_2,,
19005,1.0,1.0,2.0,,,64.8,0.196762,45.28,,,1.0,1.0,1.0,,,currency_1,currency_3,currency_1currency_1,,
19007,,4.0,8.0,,,,10000.4687,3018.423072,,,,2.0,3.0,,,,currency_2currency_2currency_1currency_2,currency_1currency_3currency_3currency_2currency_3currency_2currency_1currency_3,,
19009,2.0,3.0,2.0,,,1.1,1.1,1.1,,,1.0,1.0,1.0,,,currency_2currency_2,currency_2currency_2currency_2currency_2,currency_2currency_2,,
19011,1.0,1.0,1.0,,,0.052104,1.278721,0.052104,,,1.0,1.0,1.0,,,currency_2,currency_3,currency_2,,
19021,2.0,2.0,5.0,,,13.5,160872.84999999998,383.5,,,1.0,1.0,2.0,,,currency_2currency_2,currency_1currency_1,currency_2currency_3currency_3currency_3currency_2,,
19025,,1.0,,,,,33.68,,,,,1.0,,,,,currency_3,,,
19027,,1.0,,,,,0.01,,,,,1.0,,,,,currency_2,,,
19029,1.0,,1.0,,,1000.0,,1000.0,,,1.0,,1.0,,,currency_1currency_1,,currency_1currency_1,,
19033,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
19039,,6.0,6.0,,,,33354.664,115222.283243,,,,2.0,3.0,,,,currency_3currency_3currency_3currency_3currency_3currency_1,currency_2currency_1currency_1currency_2currency_3currency_3,,
19043,,,1.0,,,,,10000.0,,,,,1.0,,,,,currency_1,,
19051,,1.0,,,,,7.722072,,,,,1.0,,,,,currency_2,,,
19055,,,1.0,,,,,55000.0,,,,,1.0,,,,,currency_1,,
19059,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1currency_1,,,,
19065,,1.0,,,,,7500.0,,,,,1.0,,,,,currency_1,,,
19067,,3.0,,,,,6000.0,,,,,1.0,,,,,currency_1currency_1currency_1,,,
19073,,1.0,,,,,5000.0,,,,,1.0,,,,,currency_1,,,
19075,,1.0,,,,,0.187883,,,,,1.0,,,,,currency_2,,,
19077,2.0,3.0,3.0,,,1500.162586,1.367,1501.6122599999999,,,2.0,1.0,2.0,,,currency_1currency_1currency_1currency_2,currency_2currency_2currency_2,currency_1currency_2currency_1currency_1currency_2,,
19079,,1.0,1.0,,,,98340.69,74.995,,,,1.0,1.0,,,,currency_1,currency_3,,
19081,,3.0,4.0,,,,25.300708,13210.0,,,,2.0,1.0,,,,currency_2currency_3currency_3,currency_1currency_1currency_1currency_1,,
19097,,,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1currency_1,,
19099,,6.0,2.0,,,,131.775877,70500.0,,,,2.0,1.0,,,,currency_3currency_3currency_2currency_3currency_2currency_3currency_3,currency_1currency_1,,
19103,,2.0,,,,,22.04336,,,,,1.0,,,,,currency_2currency_2,,,
19109,,1.0,1.0,,,,2.0018279999999997,2.0018279999999997,,,,1.0,1.0,,,,currency_2,currency_2,,
19115,3.0,1.0,4.0,,,15.8998,200000.0,21.599700000000002,,,1.0,1.0,1.0,,,currency_2currency_2currency_2,currency_1,currency_2currency_2currency_2currency_2,,
19125,8.0,3.0,4.0,,,3700.4111000000003,91.531447,0.674829,,,2.0,2.0,1.0,,,currency_1currency_1currency_1currency_1currency_1currency_1currency_1currency_2currency_1currency_1currency_2currency_1,currency_1currency_2currency_2,currency_2currency_2currency_2currency_2,,
19131,,1.0,,,,,661.56,,,,,1.0,,,,,currency_1,,,
19139,1.0,,1.0,,,1500.0,,2000.0,,,1.0,,1.0,,,currency_1currency_1currency_1,,currency_1currency_1currency_1currency_1,,
19153,,,1.0,,,,,23.0,,,,,1.0,,,,,currency_3,,
19163,1.0,1.0,2.0,,,500.0,0.155,2500.020738,,,1.0,1.0,2.0,,,currency_1,currency_2,currency_1currency_1currency_1currency_1currency_2currency_1,,
19165,,2.0,6.0,,,,2730.0299999999997,0.779357,,,,1.0,1.0,,,,currency_1currency_1,currency_2currency_2currency_2currency_2currency_2currency_2,,
19169,,,1.0,1.0,,,,20.0,20.0,,,,1.0,1.0,,,,currency_1,currency_1,
19181,,2.0,1.0,,,,0.579231,4000.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1,,
19183,,2.0,2.0,,,,6.0,49473.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1currency_1,,
19203,1.0,2.0,5.0,,,500.0,1.2000000000000002,504.96110000000004,,,1.0,1.0,2.0,,,currency_1,currency_3currency_3currency_3,currency_1currency_3currency_3currency_3currency_3,,
19213,,,4.0,,,,,2588.871,,,,,3.0,,,,,currency_1currency_3currency_2currency_3,,
19229,,,2.0,,,,,4.008756,,,,,2.0,,,,,currency_3currency_2,,
19237,2.0,3.0,4.0,,,1.6873230000000001,6321.714,4.327323000000001,,,1.0,3.0,1.0,,,currency_2currency_2,currency_2currency_3currency_1,currency_2currency_2currency_2currency_2,,
19239,2.0,,2.0,,,1000.12766,,1000.12766,,,2.0,,2.0,,,currency_1currency_1currency_2,,currency_2currency_1currency_1,,
19243,1.0,2.0,2.0,,,13.999,11.12,27.298000000000002,,,1.0,1.0,1.0,,,currency_2,currency_2currency_2,currency_2currency_2,,
19247,1.0,1.0,1.0,,,500.0,0.013999999999999999,500.0,,,1.0,1.0,1.0,,,currency_1,currency_2,currency_1,,
19249,,1.0,,,,,0.247982,,,,,1.0,,,,,currency_2,,,
19263,1.0,2.0,3.0,,1.0,0.10746900000000001,843.2081810000001,4500.107469,,500.0,1.0,2.0,2.0,,1.0,currency_2,currency_1currency_2,currency_1currency_2currency_1,,currency_1
19267,1.0,2.0,1.0,,,1000.0,8.229051,2000.0,,,1.0,2.0,1.0,,,currency_1currency_1,currency_3currency_2,currency_1currency_1currency_1currency_1,,
19269,1.0,1.0,,,,500.0,1.686,,,,1.0,1.0,,,,currency_1,currency_2,,,
19275,,2.0,1.0,,,,8881.004,0.278,,,,2.0,1.0,,,,currency_2currency_1,currency_2,,
19289,,1.0,,,,,10.0,,,,,1.0,,,,,currency_3,,,
19295,1.0,1.0,1.0,,,2000.0,29.195119000000002,500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1,currency_3,currency_1,,
19305,1.0,4.0,2.0,,,3500.0,0.33773600000000004,8500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1currency_1currency_1currency_1,currency_2currency_2currency_2currency_2,currency_1currency_1currency_1currency_1currency_1currency_1currency_1currency_1,,
19307,,,2.0,,,,,260.0,,,,,1.0,,,,,currency_3currency_3,,
19311,,1.0,1.0,,,,0.4,0.599,,,,1.0,1.0,,,,currency_2,currency_2,,
19315,,1.0,,,,,600000.0,,,,,1.0,,,,,currency_1,,,
19325,2.0,1.0,1.0,,,500.951357,2.0,0.951357,,,2.0,2.0,1.0,,,currency_2currency_1,currency_2currency_3,currency_2,,
19327,1.0,2.0,1.0,,,1.499,15561.0,1.499,,,1.0,1.0,1.0,,,currency_2,currency_1currency_1,currency_2,,
19329,,,1.0,,,,,13000.0,,,,,1.0,,,,,currency_1,,
19343,1.0,2.0,1.0,,,0.012813999999999999,0.08516699999999999,0.012813999999999999,,,1.0,1.0,1.0,,,currency_2,currency_2currency_2,currency_2,,
19345,1.0,2.0,2.0,,,500.0,0.047171,215.019376,,,1.0,1.0,2.0,,,currency_1,currency_2currency_2,currency_2currency_1,,
19353,1.0,2.0,1.0,,,500.0,1.839778,1500.0,,,1.0,2.0,1.0,,,currency_1,currency_3currency_2,currency_1,,
19361,1.0,,2.0,,,100.0,,700.0,,,1.0,,1.0,,,currency_1,,currency_1currency_1,,
19365,,1.0,,,,,8.8,,,,,1.0,,,,,currency_3,,,
19371,1.0,2.0,1.0,,,3000.0,60.49690699999999,1500.0,,,1.0,2.0,1.0,,,currency_1currency_1currency_1currency_1currency_1currency_1,currency_2currency_3,currency_1currency_1currency_1,,
19377,,4.0,3.0,,,,172.662481,125500.0,,,,2.0,1.0,,,,currency_2currency_3currency_2currency_3,currency_1currency_1currency_1currency_1currency_1,,
19389,,3.0,1.0,,,,0.18037199999999998,2750.0,,,,1.0,1.0,,,,currency_2currency_2currency_2currency_2,currency_1,,
19397,,,1.0,,,,,0.30515,,,,,1.0,,,,,currency_2,,
19403,5.0,2.0,1.0,,,8500.880000000001,556.2313,0.1499,,,1.0,2.0,1.0,,,currency_1currency_1currency_1currency_1currency_1,currency_2currency_1,currency_2,,
19421,,1.0,2.0,,,,15.55,18000.0,,,,1.0,1.0,,,,currency_3,currency_1currency_1,,
19429,1.0,,1.0,,,0.392733,,0.392733,,,1.0,,1.0,,,currency_2,,currency_2,,
19445,,,1.0,,,,,14.077623,,,,,1.0,,,,,currency_3,,
19459,,,1.0,,,,,35000.0,,,,,1.0,,,,,currency_1,,
19463,,8.0,,,,,136.6,,,,,2.0,,,,,currency_3currency_3currency_3currency_2currency_2currency_2currency_2currency_2currency_3currency_3currency_3,,,
19467,,6.0,,,,,37008.576,,,,,2.0,,,,,currency_2currency_2currency_1currency_1currency_1currency_2,,,
19469,,2.0,1.0,,,,351.335307,172.082153,,,,1.0,1.0,,,,currency_3currency_3,currency_3,,
19485,1.0,9.0,4.0,,,1500.0,1.484521,8500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_1currency_1currency_1currency_1currency_1currency_1currency_1currency_1currency_1currency_1,,
19497,,,1.0,,,,,15000.0,,,,,1.0,,,,,currency_1,,
19501,,1.0,,,,,9326.74,,,,,1.0,,,,,currency_1,,,
19511,,4.0,,,,,2.11,,,,,1.0,,,,,currency_2currency_2currency_2currency_2,,,
19513,,1.0,1.0,,,,17.0,45000.0,,,,1.0,1.0,,,,currency_3,currency_1,,
19517,,1.0,,,,,1166.59,,,,,1.0,,,,,currency_1,,,
19523,,1.0,,,,,0.2403,,,,,1.0,,,,,currency_2,,,
19525,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1currency_1,,,,
19535,1.0,5.0,1.0,,,500.0,19.944551000000004,5000.0,,,1.0,2.0,1.0,,,currency_1,currency_3currency_3currency_2currency_2currency_3,currency_1,,
19541,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
19543,,2.0,4.0,,,,1.1099999999999999,5970.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1currency_1currency_1currency_1,,
19547,1.0,1.0,,,,301.0,0.06500800000000001,,,,1.0,1.0,,,,currency_1,currency_2,,,
19549,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1currency_1,,,,
19553,,,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,
19559,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
19573,1.0,,,,,205.0,,,,,1.0,,,,,currency_1,,,,
19577,,,1.0,,,,,0.998,,,,,1.0,,,,,currency_2,,
19583,1.0,4.0,2.0,,,0.623803,0.919,1.9595129999999998,,,1.0,2.0,1.0,,,currency_2,currency_3currency_2currency_2currency_2,currency_2currency_2,,
19585,,2.0,3.0,,,,84.049103,36000.0,,,,1.0,1.0,,,,currency_3currency_3,currency_1currency_1currency_1,,
19587,1.0,,2.0,,,9.2684,,24.2684,,,1.0,,2.0,,,currency_2,,currency_2currency_1,,
19591,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
19597,,1.0,,,,,0.106353,,,,,1.0,,,,,currency_2,,,
19599,1.0,2.0,,,,1000.0,0.065,,,,1.0,1.0,,,,currency_1currency_1,currency_2currency_2,,,
19603,,1.0,2.0,,,,2.13,15000.0,,,,1.0,1.0,,,,currency_2,currency_1currency_1,,
19605,,2.0,1.0,,,,20.627092,8.012179,,,,2.0,1.0,,,,currency_3currency_2,currency_3,,
19609,,2.0,1.0,,,,11.666893000000002,500.0,,,,2.0,1.0,,,,currency_3currency_2,currency_1,,
19611,,3.0,1.0,,,,120.013465,100000.0,,,,2.0,1.0,,,,currency_2currency_3currency_3currency_3,currency_1currency_1,,
19619,,5.0,,,,,3637.27,,,,,2.0,,,,,currency_2currency_2currency_2currency_2currency_1currency_2currency_2currency_2currency_1,,,
19623,3.0,,8.0,,,1.793757,,41.34475899999999,,,1.0,,2.0,,,currency_2currency_2currency_2,,currency_2currency_2currency_2currency_3currency_3currency_2currency_2currency_2,,
19625,,,1.0,,,,,100.0,,,,,1.0,,,,,currency_1,,
19633,,,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,
19637,1.0,,1.0,,,3000.0,,2000.0,,,1.0,,1.0,,,currency_1currency_1currency_1currency_1currency_1currency_1,,currency_1currency_1currency_1currency_1,,
19649,,,1.0,,,,,0.135062,,,,,1.0,,,,,currency_3,,
19651,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1currency_1,,,,
19657,,,1.0,,,,,20.0,,,,,1.0,,,,,currency_1,,
19661,,,1.0,,,,,190.0,,,,,1.0,,,,,currency_3,,
19685,,1.0,,,,,0.9,,,,,1.0,,,,,currency_2,,,
19689,1.0,3.0,,,,185.0,20.015735,,,,1.0,2.0,,,,currency_1,currency_2currency_1currency_2,,,
19691,,,1.0,,,,,200.0,,,,,1.0,,,,,currency_1,,
19695,,,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,
19697,1.0,,1.0,,,500.0,,500.0,,,1.0,,1.0,,,currency_1,,currency_1,,
19705,,1.0,,,,,41074.8,,,,,1.0,,,,,currency_1,,,
19709,1.0,,2.0,,,1500.0,,13400.0,,,1.0,,1.0,,,currency_1currency_1currency_1,,currency_1currency_1,,
19719,,1.0,,,,,0.12,,,,,1.0,,,,,currency_2,,,
19721,,1.0,,,,,750.0,,,,,1.0,,,,,currency_1,,,
19727,,2.0,,,,,900.038,,,,,2.0,,,,,currency_2currency_1,,,
19731,,1.0,,,,,0.5,,,,,1.0,,,,,currency_2,,,
19733,2.0,8.0,7.0,,,2.8233189999999997,7.727503,47004.524799000006,,,1.0,1.0,2.0,,,currency_2currency_2,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_1currency_1currency_2currency_2currency_1currency_1currency_2currency_2currency_1currency_1,,
19737,1.0,1.0,4.0,,,0.842377,500.0,210003.95752599998,,,1.0,1.0,2.0,,,currency_2,currency_1,currency_1currency_1currency_2currency_2,,
19741,1.0,4.0,4.0,,,5.911841000000001,49501.650928999996,511.969394,,,1.0,2.0,2.0,,,currency_2,currency_2currency_2currency_1currency_1,currency_1currency_2currency_2currency_2,,
19751,1.0,,1.0,,,1000.0,,500.0,,,1.0,,1.0,,,currency_1currency_1,,currency_1,,
19759,2.0,,2.0,,,2.390739,,2.390739,,,1.0,,1.0,,,currency_2currency_2,,currency_2currency_2,,
19765,1.0,,1.0,,,500.0,,300.0,,,1.0,,1.0,,,currency_1,,currency_1,,
19769,2.0,,12.0,,,11.273005999999999,,15.911255,,,1.0,,3.0,,,currency_5currency_5,,currency_3currency_2currency_5currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3,,
19771,,2.0,,,,,20.0,,,,,1.0,,,,,currency_3currency_3,,,
19775,,6.0,,,,,1.8646449999999999,,,,,2.0,,,,,currency_2currency_2currency_2currency_3currency_3currency_2,,,
19777,,3.0,,,,,4.999999999999999,,,,,1.0,,,,,currency_2currency_2currency_2,,,
19783,,1.0,,,,,24.07,,,,,1.0,,,,,currency_3,,,
19795,,,1.0,,,,,0.55,,,,,1.0,,,,,currency_2,,
19807,,2.0,1.0,,,,5.284,14990.0,,,,2.0,1.0,,,,currency_2currency_3,currency_1,,
19809,,,2.0,,,,,10.324555,,,,,1.0,,,,,currency_2currency_2,,
19817,,,1.0,,,,,10.0,,,,,1.0,,,,,currency_2,,
19819,,,1.0,,,,,2300.0,,,,,1.0,,,,,currency_1,,
19823,5.0,,3.0,,,2999.9,,1499.8500000000001,,,1.0,,1.0,,,currency_1currency_1currency_1currency_1currency_1currency_1,,currency_1currency_1currency_1,,
19827,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
19833,1.0,2.0,2.0,,,0.001,0.136,1500.001,,,1.0,1.0,2.0,,,currency_2,currency_2currency_2,currency_2currency_1,,
19845,1.0,8.0,2.0,,,2000.0,14.128,1500.25,,,1.0,2.0,2.0,,,currency_1currency_1currency_1currency_1,currency_3currency_3currency_3currency_3currency_3currency_3currency_2currency_3currency_2currency_3currency_2,currency_1currency_1currency_2currency_1,,
19847,,1.0,1.0,,,,5.714181,44500.0,,,,1.0,1.0,,,,currency_2,currency_1,,
19849,,,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,
19851,,1.0,1.0,,,,389.88,0.05,,,,1.0,1.0,,,,currency_1,currency_2,,
19853,1.0,2.0,,,,500.0,2.442475,,,,1.0,2.0,,,,currency_1,currency_2currency_3,,,
19859,,2.0,2.0,,,,9.509179,0.092596,,,,1.0,1.0,,,,currency_2currency_2,currency_2currency_2,,
19869,,,1.0,,,,,9.999577,,,,,1.0,,,,,currency_2,,
19879,,1.0,,,,,54871.67,,,,,1.0,,,,,currency_1,,,
19885,2.0,3.0,2.0,,,0.371436,2493.712835,0.06253,,,1.0,3.0,1.0,,,currency_2currency_2,currency_3currency_1currency_2,currency_2currency_2,,
19891,,,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,
19895,1.0,1.0,,,,500.0,0.423641,,,,1.0,1.0,,,,currency_1,currency_2,,,
19897,1.0,3.0,2.0,,,500.0,1.121,20005.5,,,1.0,1.0,1.0,,,currency_1,currency_2currency_2currency_2,currency_1currency_1currency_1,,
19901,,1.0,1.0,,,,0.77191,5000.0,,,,1.0,1.0,,,,currency_2,currency_1,,
19909,,1.0,3.0,,,,0.18,80.04187399999999,,,,1.0,1.0,,,,currency_2currency_2,currency_3currency_3currency_3,,
19915,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1currency_1,,,,
19917,,1.0,,,,,2.0,,,,,1.0,,,,,currency_2,,,
19919,1.0,1.0,1.0,,,2000.0,0.21,3500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1,currency_2,currency_1currency_1currency_1currency_1currency_1currency_1currency_1,,
19923,,1.0,,,,,3700.0,,,,,1.0,,,,,currency_1,,,
19931,1.0,2.0,2.0,,,2.0,18784.89,5.0,,,1.0,1.0,1.0,,,currency_2,currency_1currency_1,currency_2currency_2currency_2,,
19935,1.0,1.0,2.0,,,500.0,2000.0,0.55,,,1.0,1.0,1.0,,,currency_1,currency_1,currency_2currency_2,,
19937,1.0,3.0,4.0,,,1000.0,0.7401340000000001,1500.1548579999999,,,1.0,2.0,2.0,,,currency_1currency_1,currency_2currency_2currency_3,currency_3currency_1currency_1currency_3currency_1currency_3,,
19939,,,1.0,,,,,21000.0,,,,,1.0,,,,,currency_1,,
19941,,,1.0,,,,,0.333547,,,,,1.0,,,,,currency_2,,
19951,2.0,3.0,3.0,,,3.638,56900.0,7.387,,,1.0,1.0,1.0,,,currency_2currency_2,currency_1currency_1currency_1,currency_2currency_2currency_2,,
19957,2.0,9.0,2.0,,1.0,1862.0,160.38446299999998,2009.0,,500.0,1.0,2.0,2.0,,1.0,currency_1currency_1currency_1currency_1,currency_2currency_2currency_3currency_2currency_3currency_3currency_3currency_3currency_3,currency_1currency_1currency_1currency_1currency_3,,currency_1
19959,,1.0,,,,,4.329941000000001,,,,,1.0,,,,,currency_3,,,
19967,,,1.0,,,,,7610.0,,,,,1.0,,,,,currency_1,,
19969,,2.0,1.0,,,,303.043185,300000.0,,,,2.0,1.0,,,,currency_3currency_3currency_2currency_3,currency_1,,
19971,1.0,,1.0,,,1.168333,,1.168333,,,1.0,,1.0,,,currency_2,,currency_2,,
19979,,3.0,1.0,,,,11.0,50000.0,,,,1.0,1.0,,,,currency_2currency_2currency_2currency_2,currency_1,,
19983,,1.0,,,,,2.0,,,,,1.0,,,,,currency_2currency_2,,,
19987,1.0,,1.0,,,1000.0,,2000.0,,,1.0,,1.0,,,currency_1currency_1,,currency_1currency_1currency_1currency_1,,
19999,1.0,1.0,1.0,,,1500.0,5.0,1500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1,currency_3,currency_1currency_1currency_1,,
20001,,1.0,,,,,6.171269000000001,,,,,1.0,,,,,currency_2,,,
20007,1.0,1.0,1.0,,,0.02546,0.15093199999999998,0.02546,,,1.0,1.0,1.0,,,currency_2,currency_2,currency_2,,
20023,6.0,7.0,6.0,,,1522.688124,30210.333162000003,2522.6881240000002,,,2.0,2.0,2.0,,,currency_1currency_2currency_2currency_2currency_1currency_1currency_2currency_2,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_1currency_2currency_2,currency_1currency_1currency_2currency_2currency_2currency_2currency_1currency_1currency_2currency_1,,
20025,,1.0,1.0,,,,40128.5,2.499,,,,1.0,1.0,,,,currency_1,currency_2,,
20033,,,1.0,,,,,58000.0,,,,,1.0,,,,,currency_1,,
20035,,1.0,,,,,0.758556,,,,,1.0,,,,,currency_2,,,
20047,,7.0,1.0,,,,5.734584,40000.0,,,,1.0,1.0,,,,currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_1currency_1currency_1currency_1,,
20049,,3.0,,,,,4200.0,,,,,1.0,,,,,currency_1currency_1currency_1currency_1,,,
20069,1.0,5.0,5.0,,,0.061489,9533.1,2.599406,,,1.0,2.0,1.0,,,currency_2,currency_1currency_1currency_1currency_2currency_1,currency_2currency_2currency_2currency_2currency_2,,
20071,1.0,2.0,1.0,,,1000.0,0.167045,1000.0,,,1.0,1.0,1.0,,,currency_1currency_1,currency_2currency_2,currency_1currency_1,,
20077,,,1.0,,,,,1.0,,,,,1.0,,,,,currency_1,,
20085,1.0,1.0,3.0,,,2500.0,6.287196,14650.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1currency_1,currency_3,currency_1currency_1currency_1currency_1currency_1currency_1currency_1,,
